x,y,z,feature_name,cell_id,overlaps_nucleus,transcript_id,qv,geometry
5683.9336,1296.3484,29.620855,RUNX1,125184,0,281535106585289,40.0,POINT (5683.93359375 1296.348388671875)
5684.296,1296.3855,29.322681,CD4,125184,0,281535106510713,40.0,POINT (5684.2958984375 1296.385498046875)
5685.2607,1293.9194,31.469349,CCND1,125184,0,281535106454693,40.0,POINT (5685.2607421875 1293.91943359375)
5685.8945,1294.8188,30.48152,ITM2C,125184,0,281535106344621,30.043203,POINT (5685.89453125 1294.81884765625)
5686.246,1295.7404,30.959763,ITM2C,125184,0,281535106724278,40.0,POINT (5686.24609375 1295.7403564453125)
5685.212,1295.7692,30.103369,PDK4,125184,0,281535106369865,40.0,POINT (5685.2119140625 1295.7691650390625)
5688.962,1296.3031,32.290928,CD3E,125184,0,281535106369949,40.0,POINT (5688.9619140625 1296.3031005859375)
5687.895,1296.4473,32.03723,KRT7,125184,0,281535106734587,40.0,POINT (5687.89501953125 1296.447265625)
5688.0225,1298.0747,32.388863,ANKRD30A,125184,0,281535106333086,40.0,POINT (5688.0224609375 1298.07470703125)
5686.5703,1298.2065,32.934235,LYZ,125184,0,281535106706250,40.0,POINT (5686.5703125 1298.20654296875)
5686.6147,1298.8439,33.074448,LYZ,125184,0,281535106439018,40.0,POINT (5686.61474609375 1298.8438720703125)
5688.1733,1299.3068,30.373728,BANK1,125184,0,281535106675077,40.0,POINT (5688.17333984375 1299.3067626953125)
5695.732,1295.8555,33.37955,DST,125184,0,281535106724383,40.0,POINT (5695.73193359375 1295.85546875)
5694.2354,1296.0665,34.625057,SCD,125184,0,281535106525924,40.0,POINT (5694.2353515625 1296.0665283203125)
5697.828,1296.0829,32.002792,LUM,125184,0,281535106472655,40.0,POINT (5697.828125 1296.0828857421875)
5695.7314,1296.2191,33.251934,ERBB2,125184,0,281535106492035,40.0,POINT (5695.7314453125 1296.2191162109375)
5694.261,1297.0825,34.24787,SCD,125184,0,281535106525927,33.78403,POINT (5694.26123046875 1297.08251953125)
5693.794,1297.2351,34.727333,DNTTIP1,125184,0,281535106881550,40.0,POINT (5693.7939453125 1297.235107421875)
5693.5933,1297.4801,34.524067,CXCR4,125184,0,281535106827136,40.0,POINT (5693.59326171875 1297.4801025390625)
5694.2344,1297.6965,33.987263,SERHL2,125184,0,281535106724366,40.0,POINT (5694.234375 1297.696533203125)
5695.3296,1297.8729,33.182476,ERBB2,125184,0,281535106311020,40.0,POINT (5695.32958984375 1297.8729248046875)
5697.699,1298.4259,32.151318,KRT7,125184,0,281535106785747,40.0,POINT (5697.69921875 1298.4259033203125)
5692.0195,1295.8351,33.271263,ERBB2,125184,0,281535106752085,40.0,POINT (5692.01953125 1295.8350830078125)
5693.5146,1296.0388,34.814228,CXCR4,125184,0,281535106827133,40.0,POINT (5693.5146484375 1296.038818359375)
5691.681,1296.1179,32.561474,PTGDS,125184,0,281535106353103,40.0,POINT (5691.68115234375 1296.117919921875)
5690.844,1296.2142,32.911446,VWF,125184,0,281535106369992,40.0,POINT (5690.84423828125 1296.2142333984375)
5692.832,1296.3218,33.942604,KRT7,125184,0,281535106734631,40.0,POINT (5692.83203125 1296.32177734375)
5689.9355,1296.9882,33.28832,LDHB,125184,0,281535106845713,40.0,POINT (5689.935546875 1296.9881591796875)
5692.026,1297.4861,34.057316,CD9,125184,0,281535106837535,40.0,POINT (5692.02587890625 1297.486083984375)
5690.524,1298.099,32.988487,SCD,125184,0,281535106525867,40.0,POINT (5690.52392578125 1298.0989990234375)
5691.7197,1298.2699,33.638073,WARS,125184,0,281535106598618,40.0,POINT (5691.7197265625 1298.2698974609375)
5689.082,1298.4978,32.50677,ERBB2,125184,0,281535106706311,40.0,POINT (5689.08203125 1298.497802734375)
5712.492,1279.8464,29.372185,TUBA4A,125178,0,281535106706957,40.0,POINT (5712.4921875 1279.846435546875)
5712.6367,1279.8555,27.830582,FCER1G,125178,0,281535106396068,40.0,POINT (5712.63671875 1279.85546875)
5713.2153,1280.1143,28.576975,C1QA,125178,0,281535106444183,40.0,POINT (5713.21533203125 1280.1142578125)
5721.5967,1283.3998,31.09616,SCD,125179,0,281535106333786,40.0,POINT (5721.5966796875 1283.3997802734375)
5713.61,1280.4204,28.905735,C1QC,125178,0,281535106390181,40.0,POINT (5713.60986328125 1280.42041015625)
5714.482,1280.6029,32.73261,CEACAM6,125178,0,281535106827394,40.0,POINT (5714.48193359375 1280.6029052734375)
5712.1924,1281.0608,28.114847,CD163,125178,0,281535106752473,40.0,POINT (5712.1923828125 1281.060791015625)
5713.5366,1281.2601,28.297848,CD14,125178,0,281535106415358,40.0,POINT (5713.53662109375 1281.2601318359375)
5712.759,1281.3828,28.27428,ITGAM,125178,0,281535106431211,40.0,POINT (5712.7587890625 1281.3828125)
5713.959,1281.64,31.320751,QARS,125178,0,281535106716738,40.0,POINT (5713.958984375 1281.6400146484375)
5712.685,1281.74,29.24725,C1QA,125178,0,281535106444180,40.0,POINT (5712.68505859375 1281.739990234375)
5712.506,1281.7638,31.664446,ERBB2,125178,0,281535106311428,40.0,POINT (5712.505859375 1281.7637939453125)
5714.016,1281.7957,29.750051,FGL2,125178,0,281535106502068,40.0,POINT (5714.01611328125 1281.795654296875)
5711.8945,1282.3538,30.788336,CD3E,125178,0,281535106410158,40.0,POINT (5711.89453125 1282.353759765625)
5715.9653,1281.1124,32.406776,FOXA1,125178,0,281535106370412,40.0,POINT (5715.96533203125 1281.1124267578125)
5715.5913,1281.7067,30.933323,ZEB2,125178,0,281535106344974,40.0,POINT (5715.59130859375 1281.7066650390625)
5715.593,1281.9678,31.760004,TUBA4A,125178,0,281535106827412,40.0,POINT (5715.5927734375 1281.9677734375)
5717.417,1282.9581,28.852345,FOXA1,125178,0,281535106610152,40.0,POINT (5717.4169921875 1282.9581298828125)
5718.6133,1283.9792,31.013,MKI67,125178,0,281535106333732,40.0,POINT (5718.61328125 1283.979248046875)
5717.012,1283.9875,29.648602,FOXA1,125178,0,281535106400208,40.0,POINT (5717.01220703125 1283.987548828125)
5719.588,1284.1775,31.275925,SMS,125178,0,281535106846079,40.0,POINT (5719.587890625 1284.177490234375)
5714.542,1282.5988,31.650858,AIF1,125178,0,281535106534577,40.0,POINT (5714.5419921875 1282.5987548828125)
5714.742,1282.9496,31.055202,ITGAM,125178,0,281535106623061,40.0,POINT (5714.7421875 1282.9495849609375)
5711.6445,1283.0605,28.377163,CD4,125178,1,281535106799837,35.60112,POINT (5711.64453125 1283.060546875)
5711.657,1283.2161,30.943974,IL2RG,125178,1,281535106472855,40.0,POINT (5711.6572265625 1283.216064453125)
5712.9854,1283.3086,31.568872,IL7R,125178,1,281535106785931,40.0,POINT (5712.9853515625 1283.30859375)
5713.832,1283.3593,31.183279,FLNB,125178,1,281535106333626,40.0,POINT (5713.83203125 1283.3592529296875)
5715.31,1283.4868,33.18175,LYZ,125178,0,281535106771959,33.616333,POINT (5715.31005859375 1283.48681640625)
5713.801,1283.6357,29.531376,GPR183,125178,1,281535106311459,40.0,POINT (5713.80078125 1283.6357421875)
5712.9736,1283.738,32.251972,PRDM1,125178,1,281535106353327,40.0,POINT (5712.9736328125 1283.738037109375)
5711.9424,1283.7605,29.567165,CCPG1,125178,1,281535106333570,40.0,POINT (5711.9423828125 1283.760498046875)
5705.659,1279.9906,32.508686,CCND1,125178,0,281535106881707,40.0,POINT (5705.6591796875 1279.9906005859375)
5702.8213,1281.0365,33.120193,CDH1,125178,0,281535106370181,40.0,POINT (5702.8212890625 1281.0364990234375)
5705.4487,1281.4131,33.052345,LUM,125178,0,281535106706790,40.0,POINT (5705.44873046875 1281.4130859375)
5701.8975,1281.4741,33.735695,PECAM1,125178,0,281535106869318,40.0,POINT (5701.8974609375 1281.47412109375)
5708.772,1280.0232,31.748165,LARS,125178,0,281535106291949,40.0,POINT (5708.77197265625 1280.023193359375)
5710.2363,1280.0765,31.937286,CEACAM6,125178,0,281535106598886,40.0,POINT (5710.236328125 1280.0765380859375)
5708.1816,1280.2982,31.70913,ERBB2,125178,0,281535106311321,40.0,POINT (5708.181640625 1280.2982177734375)
5707.5703,1280.73,31.578339,ERBB2,125178,0,281535106311313,40.0,POINT (5707.5703125 1280.72998046875)
5708.6406,1280.7776,32.17783,CCND1,125178,0,281535106813978,40.0,POINT (5708.640625 1280.777587890625)
5709.9844,1281.2771,28.962143,ADAM9,125178,0,281535106344901,40.0,POINT (5709.984375 1281.277099609375)
5708.218,1282.0079,31.411228,CTTN,125178,0,281535106598864,40.0,POINT (5708.2177734375 1282.0079345703125)
5710.6943,1283.0286,29.44425,CCDC6,125178,0,281535106547211,40.0,POINT (5710.6943359375 1283.028564453125)
5710.759,1283.1333,30.328537,CCL5,125178,0,281535106286072,40.0,POINT (5710.7587890625 1283.13330078125)
5705.8096,1281.7562,32.947674,SCD,125178,0,281535106526098,40.0,POINT (5705.8095703125 1281.7562255859375)
5705.116,1281.7732,33.343,CTTN,125178,0,281535106598831,40.0,POINT (5705.1162109375 1281.773193359375)
5706.0127,1282.2408,32.77485,LUM,125178,0,281535106706805,40.0,POINT (5706.0126953125 1282.2408447265625)
5704.6914,1282.6207,33.11959,SEC24A,125178,0,281535106344840,40.0,POINT (5704.69140625 1282.6207275390625)
5702.52,1283.1536,33.593803,CCND1,125178,0,281535106286009,40.0,POINT (5702.52001953125 1283.153564453125)
5705.0986,1283.1608,33.06531,CTTN,125178,0,281535106510893,40.0,POINT (5705.0986328125 1283.1607666015625)
5703.452,1283.2986,33.4086,ERBB2,125178,0,281535106492156,40.0,POINT (5703.4521484375 1283.298583984375)
5704.188,1284.2443,33.046642,MMP2,125178,0,281535106862595,40.0,POINT (5704.18798828125 1284.2442626953125)
5704.219,1284.9911,32.705353,POSTN,125178,0,281535106640224,40.0,POINT (5704.21923828125 1284.9910888671875)
5705.3667,1285.1324,32.203243,POSTN,125178,0,281535106353247,40.0,POINT (5705.36669921875 1285.1324462890625)
5692.763,1283.2186,32.31539,C1QA,125184,0,281535106444094,40.0,POINT (5692.76318359375 1283.2186279296875)
5690.875,1284.7937,31.984015,CD68,125184,0,281535106610022,40.0,POINT (5690.875 1284.793701171875)
5690.2007,1285.1748,32.29801,CD68,125184,0,281535106675103,40.0,POINT (5690.20068359375 1285.1748046875)
5689.6265,1286.1364,32.513855,MLPH,125184,0,281535106585383,40.0,POINT (5689.62646484375 1286.1363525390625)
5691.1094,1287.1489,32.652916,CDH1,125184,0,281535106761885,37.309834,POINT (5691.109375 1287.14892578125)
5690.941,1287.609,32.99581,SEC24A,125184,0,281535106344677,40.0,POINT (5690.94091796875 1287.6090087890625)
5690.739,1288.0371,33.115185,CEACAM6,125184,0,281535106430870,40.0,POINT (5690.73876953125 1288.037109375)
5690.8613,1288.6909,33.0947,SEC24A,125184,0,281535106344675,38.377033,POINT (5690.861328125 1288.69091796875)
5689.8447,1288.7173,32.567245,S100A14,125184,0,281535106546985,40.0,POINT (5689.8447265625 1288.71728515625)
5691.536,1289.4944,32.561424,RHOH,125184,0,281535106827107,40.0,POINT (5691.5361328125 1289.494384765625)
5692.8984,1289.5803,33.520424,ERBB2,125184,0,281535106752101,40.0,POINT (5692.8984375 1289.580322265625)
5690.626,1289.7067,32.919037,SEC24A,125184,0,281535106344673,40.0,POINT (5690.6259765625 1289.7066650390625)
5692.3984,1289.7542,32.059944,ANKRD30A,125184,0,281535106333183,40.0,POINT (5692.3984375 1289.754150390625)
5697.6533,1287.7158,33.76441,ERBB2,125184,0,281535106311070,40.0,POINT (5697.6533203125 1287.7158203125)
5693.7456,1288.642,34.154575,ERBB2,125184,0,281535106752119,40.0,POINT (5693.74560546875 1288.6419677734375)
5695.7656,1288.9341,33.88455,KRT7,125184,0,281535106344736,40.0,POINT (5695.765625 1288.93408203125)
5694.3335,1289.642,33.35592,ERBB2,125184,0,281535106492015,40.0,POINT (5694.33349609375 1289.6419677734375)
5694.654,1290.1444,33.339344,CTTN,125184,0,281535106598662,40.0,POINT (5694.65380859375 1290.1444091796875)
5697.607,1290.242,34.08383,MDM2,125184,0,281535106510822,40.0,POINT (5697.60693359375 1290.241943359375)
5696.584,1290.438,34.380608,ADAM9,125184,0,281535106458182,40.0,POINT (5696.583984375 1290.43798828125)
5696.9043,1291.36,33.521355,ERBB2,125184,0,281535106752180,40.0,POINT (5696.904296875 1291.3599853515625)
5695.5728,1291.6428,34.041065,SMS,125184,0,281535106311026,40.0,POINT (5695.57275390625 1291.642822265625)
5694.8145,1292.0219,34.424316,CCND1,125184,0,281535106639997,40.0,POINT (5694.814453125 1292.0218505859375)
5724.831,1284.6232,32.01059,AQP3,125179,0,281535106370529,40.0,POINT (5724.8310546875 1284.6231689453125)
5726.433,1285.3555,29.414816,GPR183,125179,1,281535106345088,40.0,POINT (5726.43310546875 1285.35546875)
5725.18,1285.401,31.57399,CCND1,125179,0,281535106881978,40.0,POINT (5725.18017578125 1285.4010009765625)
5726.3975,1285.4468,28.719948,TRAC,125179,1,281535106772064,40.0,POINT (5726.3974609375 1285.44677734375)
5726.109,1285.845,32.734535,EGFR,125179,1,281535106390357,40.0,POINT (5726.10888671875 1285.844970703125)
5727.141,1286.0834,27.81898,SRPK1,125179,1,281535106716853,40.0,POINT (5727.14111328125 1286.0833740234375)
5725.5293,1286.0848,32.885082,CTTN,125179,1,281535106311713,40.0,POINT (5725.529296875 1286.0848388671875)
5725.202,1286.1449,27.608553,CCR7,125179,1,281535106333841,40.0,POINT (5725.2021484375 1286.1448974609375)
5726.332,1286.1852,32.70488,CEACAM6,125179,1,281535106827555,40.0,POINT (5726.33203125 1286.1851806640625)
5727.1846,1286.4396,27.803888,GPR183,125179,1,281535106345101,40.0,POINT (5727.1845703125 1286.4395751953125)
5728.324,1286.5692,30.13295,PTPRC,125179,1,281535106648454,40.0,POINT (5728.32421875 1286.5692138671875)
5726.5703,1286.6201,30.624317,POLR2J3,125179,1,281535106511084,37.309834,POINT (5726.5703125 1286.6201171875)
5727.171,1286.6774,29.144781,CYTIP,125179,1,281535106415429,40.0,POINT (5727.1708984375 1286.6773681640625)
5725.664,1286.7142,29.83404,CXCR4,125179,1,281535106586027,40.0,POINT (5725.6640625 1286.7142333984375)
5729.204,1286.7373,29.182625,LTB,125179,1,281535106278550,40.0,POINT (5729.2041015625 1286.7373046875)
5726.3936,1287.0377,27.758133,IL7R,125179,1,281535106570466,40.0,POINT (5726.3935546875 1287.0377197265625)
5725.4707,1287.0535,29.510183,POLR2J3,125179,1,281535106511073,40.0,POINT (5725.470703125 1287.053466796875)
5727.2466,1287.0604,28.816513,IL7R,125179,1,281535106570474,40.0,POINT (5727.24658203125 1287.0604248046875)
5728.3096,1287.2881,30.505573,SMAP2,125179,1,281535106854221,40.0,POINT (5728.3095703125 1287.2880859375)
5725.3306,1287.4265,28.968191,SERPINB9,125179,1,281535106854196,40.0,POINT (5725.33056640625 1287.426513671875)
5724.729,1287.4529,29.57644,SMAP2,125179,1,281535106707257,40.0,POINT (5724.72900390625 1287.452880859375)
5726.474,1287.4636,31.693705,CXCR4,125179,1,281535106260595,40.0,POINT (5726.47412109375 1287.463623046875)
5726.2974,1287.49,32.991276,VOPP1,125179,1,281535106570464,40.0,POINT (5726.29736328125 1287.489990234375)
5726.1553,1287.6786,32.372795,FAM107B,125179,1,281535106534666,40.0,POINT (5726.1552734375 1287.6785888671875)
5725.388,1287.8182,30.581562,TRAC,125179,1,281535106311707,40.0,POINT (5725.38818359375 1287.8182373046875)
5727.414,1287.8464,32.855312,KLRB1,125179,1,281535106814225,40.0,POINT (5727.4140625 1287.846435546875)
5725.042,1287.8484,32.419136,KRT6B,125179,1,281535106547363,40.0,POINT (5725.0419921875 1287.848388671875)
5726.9673,1287.849,31.305725,PTPRC,125179,1,281535106648439,40.0,POINT (5726.96728515625 1287.8489990234375)
5727.993,1287.8789,31.38875,CD4,125179,1,281535106800118,40.0,POINT (5727.9931640625 1287.87890625)
5727.475,1287.9355,27.794409,IL7R,125179,1,281535106786127,40.0,POINT (5727.47509765625 1287.935546875)
5727.9243,1288.0569,29.72336,SELL,125179,1,281535106662570,40.0,POINT (5727.92431640625 1288.056884765625)
5726.8154,1288.157,29.786785,CXCR4,125179,1,281535106260602,40.0,POINT (5726.8154296875 1288.156982421875)
5726.1206,1288.2787,27.61669,ACTA2,125179,1,281535106772058,40.0,POINT (5726.12060546875 1288.2786865234375)
5725.2964,1288.3528,29.794382,CXCR4,125179,1,281535106586021,40.0,POINT (5725.29638671875 1288.352783203125)
5725.5244,1288.7174,29.663288,CD3D,125179,1,281535106396152,40.0,POINT (5725.5244140625 1288.7174072265625)
5727.8403,1288.8477,31.856201,GPR183,125179,1,281535106623202,40.0,POINT (5727.84033203125 1288.84765625)
5728.796,1289.0807,31.936695,SELL,125179,0,281535106648457,40.0,POINT (5728.7958984375 1289.0806884765625)
5726.707,1289.0973,32.065605,CCR7,125179,1,281535106333871,33.616333,POINT (5726.70703125 1289.0972900390625)
5727.403,1289.1384,32.829094,RHOH,125179,1,281535106772073,40.0,POINT (5727.40283203125 1289.138427734375)
5725.922,1289.1603,28.63974,PTPRC,125179,1,281535106869513,40.0,POINT (5725.921875 1289.1602783203125)
5726.013,1289.2474,31.447742,CD3E,125179,1,281535106370547,40.0,POINT (5726.01318359375 1289.2474365234375)
5726.413,1289.279,32.794167,IL7R,125179,1,281535106390362,40.0,POINT (5726.4130859375 1289.279052734375)
5725.1494,1289.3142,28.287304,SRPK1,125179,0,281535106752736,40.0,POINT (5725.1494140625 1289.314208984375)
5729.7905,1288.275,32.87005,ACTA2,125179,0,281535106675681,40.0,POINT (5729.79052734375 1288.2750244140625)
5732.4966,1288.9626,32.874954,PTRHD1,125179,0,281535106260663,40.0,POINT (5732.49658203125 1288.962646484375)
5729.6533,1288.9712,33.011208,LYPD3,125179,0,281535106827594,40.0,POINT (5729.6533203125 1288.97119140625)
5732.029,1289.581,32.774574,S100A14,125179,0,281535106772111,40.0,POINT (5732.02880859375 1289.5810546875)
5730.6133,1290.0326,32.494205,ERBB2,125179,0,281535106311816,40.0,POINT (5730.61328125 1290.0325927734375)
5731.3003,1290.5613,32.54442,SCD,125179,0,281535106800169,40.0,POINT (5731.30029296875 1290.561279296875)
5729.7686,1290.936,32.480568,CCND1,125179,0,281535106455091,40.0,POINT (5729.7685546875 1290.93603515625)
5731.3413,1291.4253,32.522453,CD4,125179,0,281535106862924,40.0,POINT (5731.34130859375 1291.42529296875)
5727.6426,1289.3265,29.768143,LTB,125179,0,281535106786129,33.616333,POINT (5727.642578125 1289.3265380859375)
5726.8423,1289.3718,29.267914,IL7R,125179,1,281535106846149,40.0,POINT (5726.84228515625 1289.371826171875)
5727.1143,1289.4816,29.283998,TRAC,125179,0,281535106716850,40.0,POINT (5727.1142578125 1289.4815673828125)
5726.2744,1289.542,29.02442,S100A4,125179,1,281535106379671,40.0,POINT (5726.2744140625 1289.5419921875)
5728.1157,1289.5444,32.10914,CD3E,125179,0,281535106687688,40.0,POINT (5728.11572265625 1289.54443359375)
5725.237,1289.7644,30.483553,TRAC,125179,0,281535106772053,40.0,POINT (5725.23681640625 1289.764404296875)
5726.496,1289.9297,30.11856,AQP3,125179,0,281535106881995,40.0,POINT (5726.49609375 1289.9296875)
5725.333,1290.0425,28.034672,SRPK1,125179,0,281535106379661,40.0,POINT (5725.3330078125 1290.04248046875)
5726.771,1290.1415,31.922234,PTPRC,125179,0,281535106333874,33.616333,POINT (5726.77099609375 1290.1414794921875)
5726.228,1290.15,30.324305,CXCR4,125179,0,281535106260593,40.0,POINT (5726.22802734375 1290.1500244140625)
5714.35,1283.9553,33.467674,WARS,125178,1,281535106431250,40.0,POINT (5714.35009765625 1283.955322265625)
5713.1196,1284.1134,32.475323,IL7R,125178,1,281535106570365,40.0,POINT (5713.11962890625 1284.1134033203125)
5714.7764,1284.2405,33.534294,SMS,125178,1,281535106605937,40.0,POINT (5714.7763671875 1284.240478515625)
5712.7534,1284.3209,30.942772,CD3E,125178,1,281535106472872,40.0,POINT (5712.75341796875 1284.3209228515625)
5714.599,1284.4259,32.131767,FAM107B,125178,1,281535106799901,40.0,POINT (5714.59912109375 1284.4259033203125)
5711.879,1284.4397,29.756094,CD3G,125178,1,281535106662325,40.0,POINT (5711.87890625 1284.439697265625)
5713.6655,1284.5277,30.4328,PTPRC,125178,1,281535106869424,40.0,POINT (5713.66552734375 1284.5277099609375)
5712.815,1284.5344,32.417088,LPXN,125178,1,281535106662336,40.0,POINT (5712.81494140625 1284.534423828125)
5714.4673,1284.5984,33.416588,S100A4,125178,1,281535106379555,40.0,POINT (5714.46728515625 1284.598388671875)
5711.32,1284.6632,28.410086,CCL5,125178,1,281535106286075,30.300838,POINT (5711.31982421875 1284.6632080078125)
5707.4355,1283.5293,31.913916,CEACAM6,125178,0,281535106492208,40.0,POINT (5707.435546875 1283.529296875)
5711.0713,1283.7614,28.687176,TUBA4A,125178,1,281535106585761,40.0,POINT (5711.0712890625 1283.7613525390625)
5708.6587,1284.0608,31.197668,CCND1,125178,0,281535106881757,40.0,POINT (5708.65869140625 1284.060791015625)
5709.01,1284.2349,31.259073,CEACAM6,125178,0,281535106278257,40.0,POINT (5709.009765625 1284.23486328125)
5710.0947,1284.4127,31.059765,WARS,125178,0,281535106431159,40.0,POINT (5710.0947265625 1284.4127197265625)
5710.5513,1284.9187,29.934052,CYTIP,125178,1,281535106415334,40.0,POINT (5710.55126953125 1284.918701171875)
5709.2563,1284.9642,31.500614,CCND1,125178,0,281535106454908,40.0,POINT (5709.25634765625 1284.9642333984375)
5709.864,1285.1482,31.410437,KRT7,125178,0,281535106785901,40.0,POINT (5709.86376953125 1285.148193359375)
5708.425,1285.4971,31.088972,CCND1,125178,0,281535106813975,40.0,POINT (5708.4248046875 1285.4970703125)
5707.379,1286.1326,32.332485,POSTN,125178,0,281535106640300,40.0,POINT (5707.37890625 1286.132568359375)
5720.642,1283.8182,31.252243,SMS,125179,0,281535106444219,40.0,POINT (5720.64208984375 1283.8182373046875)
5720.264,1284.3403,29.87728,DPT,125179,0,281535106854150,40.0,POINT (5720.26416015625 1284.34033203125)
5723.3345,1284.412,31.435,POSTN,125179,0,281535106640661,40.0,POINT (5723.33447265625 1284.4119873046875)
5722.5337,1284.542,31.281631,ERBB2,125179,0,281535106492390,40.0,POINT (5722.53369140625 1284.5419921875)
5724.3022,1286.2214,27.555384,LPXN,125179,0,281535106260582,40.0,POINT (5724.30224609375 1286.221435546875)
